elapsed_hour,temperature_in_C_mean,temperature_in_C_median,temperature_in_C_sem,temperature_in_C_ci_lower,temperature_in_C_ci_upper,temperature_out_C_mean,temperature_out_C_median,temperature_out_C_sem,temperature_out_C_ci_lower,temperature_out_C_ci_upper,temperature_diff_C_mean,temperature_diff_C_median,temperature_diff_C_sem,temperature_diff_C_ci_lower,temperature_diff_C_ci_upper,humidity_perc_RH_mean,humidity_perc_RH_median,humidity_perc_RH_sem,humidity_perc_RH_ci_lower,humidity_perc_RH_ci_upper
79,8.128666666666668,8.0,0.11364075951093529,7.944444444444445,8.327555555555556,8.153555555555554,8.078,0.07484653022298197,8.03288611111111,8.30811388888889,-0.024888888888888516,-0.0030000000000001,0.12123776506935595,-0.25289166666666646,0.20192777777777793,103.3984,105.207,2.2206387504499685,98.80180000000001,106.32115
80,8.573333333333332,8.5,0.10419919492118078,8.38888888888889,8.765294444444445,8.43211111111111,8.533,0.12225308953656172,8.19111111111111,8.67333611111111,0.14122222222222233,-0.0329999999999994,0.19788189363142983,-0.21003888888888872,0.5650722222222222,103.30019999999999,105.663,2.333500790657676,98.74040000000001,106.327
81,9.129111111111111,9.0,0.11373903420213556,8.909516666666665,9.341077777777778,8.988666666666667,9.533,0.2548364399200223,8.466222222222221,9.413008333333336,0.14044444444444418,-0.5050000000000008,0.31235188094657634,-0.3801305555555556,0.7097972222222221,103.59299999999999,105.154,1.9623170233170801,99.829435,106.41280000000002
82,9.518,9.5,0.11282631686702259,9.313661111111111,9.72241111111111,9.377666666666666,9.583,0.19690240109139237,8.972369444444443,9.738341666666669,0.14033333333333312,-0.0830000000000001,0.26752196171529546,-0.3193194444444445,0.6313666666666662,104.28519999999999,104.644,0.8848636844169848,102.6828,105.78
83,9.907222222222222,10.0,0.11404845190845886,9.685,10.129444444444445,10.267444444444443,10.586,0.30931685979442897,9.75176111111111,10.842677777777777,-0.3602222222222221,-0.5060000000000002,0.2950914537044113,-0.9224749999999999,0.1529055555555555,104.4964,106.147,1.0834642402959145,102.6492,106.2826
84,11.741333333333333,12.0,0.44351825717149956,10.960444444444445,12.530299999999999,13.437999999999999,14.095,1.0500127777000303,11.5769,15.285933333333332,-1.6966666666666668,-2.013,0.947093595046328,-3.423008333333333,0.1245499999999995,100.59119999999999,99.757,5.6040858166162995,90.3672,110.3412
85,14.075,13.102,0.6697025459112426,12.91616111111111,15.417347222222222,15.773111111111112,17.598,1.5422854203749818,12.979602777777778,18.779627777777776,-1.6981111111111107,-2.097999999999999,1.235795621412066,-4.07396111111111,0.5497111111111114,90.8484,97.425,7.42933239665584,77.8954,103.508315
86,16.686777777777777,15.606,0.9124211347620648,15.127777777777778,18.421369444444444,19.88588888888889,19.599,1.8081808725625967,16.813427777777775,23.250555555555554,-3.199111111111111,-3.1069999999999998,1.4103720100704364,-5.584033333333332,-0.4154805555555559,76.4616,65.267,12.872591998505973,54.65259999999999,99.622
87,16.01988888888889,16.5,0.47621104228075545,15.130194444444445,16.88888888888889,15.493444444444444,14.594,0.6264078390826519,14.396494444444446,16.77455555555555,0.5264444444444446,1.0,1.0235850139896527,-1.4061666666666657,2.2737,96.777,99.315,3.2563197478134733,90.86022,101.7702
88,13.130222222222223,12.1,0.5466890690983358,12.193777777777777,14.222499999999998,14.32322222222222,11.033,1.801251361151292,11.739111111111113,17.855666666666664,-1.1930000000000003,0.9139999999999996,1.813107606967784,-5.043152777777778,1.8467999999999993,102.8048,103.308,0.3936454496117027,102.09939999999999,103.46279999999999
